job,marital,education,default,housing,loan,contact,month,poutcome,y
blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,no
admin.,single,tertiary,no,no,no,cellular,apr,unknown,no
management,single,tertiary,no,yes,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,telephone,oct,unknown,yes
management,married,tertiary,no,yes,no,cellular,feb,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,failure,no
self-employed,married,tertiary,no,no,no,cellular,aug,failure,no
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,no,yes,unknown,jul,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,telephone,dec,other,yes
services,divorced,primary,no,yes,no,cellular,may,success,yes
self-employed,married,secondary,no,yes,no,unknown,jun,unknown,no
admin.,divorced,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,yes,no,cellular,nov,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,no,no,cellular,apr,success,yes
management,married,primary,no,no,no,unknown,jun,unknown,no
blue-collar,married,primary,no,no,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
technician,married,tertiary,no,yes,no,cellular,jan,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,yes
admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
management,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,yes,no,yes,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,no
technician,single,secondary,yes,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,jul,unknown,no
housemaid,married,tertiary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
entrepreneur,married,tertiary,no,no,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
retired,married,primary,no,yes,no,cellular,feb,failure,no
services,married,secondary,no,yes,yes,cellular,apr,unknown,no
technician,married,secondary,no,yes,yes,cellular,nov,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
housemaid,married,unknown,no,no,no,cellular,apr,other,no
retired,divorced,secondary,no,no,no,cellular,aug,other,yes
admin.,married,secondary,no,no,no,cellular,oct,success,yes
management,married,tertiary,no,yes,yes,cellular,may,other,yes
services,single,secondary,no,no,no,unknown,oct,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,sep,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,yes
housemaid,married,primary,no,no,no,cellular,apr,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
student,single,secondary,no,no,no,cellular,dec,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,married,primary,no,no,no,cellular,nov,unknown,yes
services,single,secondary,no,yes,no,cellular,apr,other,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
entrepreneur,married,tertiary,no,yes,yes,unknown,may,unknown,no
admin.,married,secondary,no,yes,no,unknown,jul,unknown,no
blue-collar,married,secondary,no,no,yes,unknown,jul,unknown,no
management,single,tertiary,yes,yes,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,no,no,unknown,may,unknown,no
technician,single,secondary,no,yes,no,cellular,nov,failure,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
self-employed,single,tertiary,no,yes,no,cellular,may,unknown,yes
entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
retired,divorced,primary,no,no,no,unknown,jun,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
admin.,single,tertiary,no,yes,yes,cellular,apr,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
unknown,married,unknown,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,yes,no,unknown,may,unknown,no
retired,married,primary,no,no,no,unknown,jun,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,telephone,jul,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
self-employed,married,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,yes,cellular,may,unknown,no
blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,no
self-employed,married,secondary,no,yes,yes,cellular,jan,failure,no
technician,single,secondary,no,no,no,cellular,jul,unknown,no
retired,married,primary,no,no,no,unknown,may,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,yes,yes,no,cellular,may,other,no
admin.,married,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,tertiary,no,no,no,cellular,jan,success,yes
management,single,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,no
blue-collar,single,secondary,no,no,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,nov,unknown,no
services,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
unknown,single,tertiary,no,no,no,cellular,feb,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,telephone,may,unknown,no
blue-collar,single,tertiary,no,yes,yes,unknown,may,unknown,no
unknown,married,secondary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,tertiary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
entrepreneur,married,unknown,no,no,no,cellular,nov,unknown,no
blue-collar,divorced,secondary,no,yes,no,cellular,apr,unknown,yes
management,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,failure,no
services,married,secondary,no,no,no,cellular,may,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
student,single,secondary,no,no,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
entrepreneur,divorced,secondary,no,yes,yes,unknown,jun,unknown,no
housemaid,divorced,secondary,no,no,no,cellular,oct,success,yes
blue-collar,single,secondary,no,no,no,cellular,feb,unknown,no
technician,married,secondary,no,yes,no,cellular,jun,unknown,no
admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,married,unknown,no,no,no,unknown,may,unknown,no
admin.,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,yes,unknown,may,unknown,no
self-employed,married,tertiary,no,no,yes,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,yes,cellular,feb,failure,no
management,married,secondary,yes,no,no,cellular,feb,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,may,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
unemployed,married,secondary,no,no,no,cellular,feb,unknown,no
blue-collar,single,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,unknown,no,no,no,cellular,feb,unknown,yes
self-employed,married,secondary,no,no,yes,cellular,aug,unknown,no
blue-collar,divorced,secondary,no,yes,no,cellular,may,failure,no
services,single,secondary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,feb,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,failure,no
management,divorced,tertiary,no,no,no,unknown,may,unknown,no
unknown,married,tertiary,no,no,no,cellular,jan,failure,no
blue-collar,married,secondary,no,yes,yes,cellular,aug,unknown,no
entrepreneur,married,primary,no,yes,no,telephone,sep,unknown,yes
blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,no
technician,single,tertiary,no,yes,no,cellular,apr,failure,no
services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
self-employed,single,tertiary,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,no,no,telephone,jul,unknown,no
admin.,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
services,married,secondary,no,yes,no,cellular,nov,failure,no
technician,married,unknown,no,no,no,unknown,jun,unknown,no
retired,married,primary,no,no,no,telephone,aug,unknown,no
unemployed,married,primary,no,yes,no,telephone,jan,unknown,no
admin.,divorced,secondary,no,no,no,cellular,may,other,no
technician,single,secondary,no,no,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,aug,other,no
services,married,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
admin.,married,secondary,no,no,no,unknown,jun,unknown,no
technician,divorced,secondary,no,no,yes,cellular,aug,unknown,no
admin.,single,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,yes
management,single,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,telephone,aug,unknown,no
retired,married,secondary,no,no,no,cellular,apr,failure,no
services,married,secondary,no,yes,no,telephone,aug,failure,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,no,no,cellular,nov,unknown,no
services,divorced,secondary,no,no,no,unknown,jul,unknown,no
services,single,secondary,no,yes,no,cellular,nov,failure,no
admin.,married,secondary,no,yes,no,cellular,jan,other,no
blue-collar,married,primary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,yes,yes,unknown,jun,failure,no
management,married,primary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
blue-collar,divorced,secondary,no,yes,no,cellular,jan,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
management,single,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,mar,failure,no
unemployed,married,primary,no,yes,yes,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,no,telephone,jul,unknown,no
blue-collar,married,primary,no,yes,no,telephone,jul,unknown,no
blue-collar,married,secondary,yes,yes,no,cellular,apr,other,yes
management,married,tertiary,no,no,no,cellular,oct,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,oct,unknown,no
retired,single,tertiary,no,no,no,cellular,jul,success,yes
technician,single,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,no,no,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,yes,yes,cellular,may,failure,no
technician,married,secondary,no,no,yes,cellular,nov,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,apr,failure,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,unknown,may,unknown,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
entrepreneur,married,secondary,no,no,no,cellular,nov,unknown,no
technician,single,secondary,no,yes,yes,cellular,feb,other,no
blue-collar,married,primary,no,yes,no,cellular,jan,other,no
retired,divorced,primary,no,no,no,telephone,may,unknown,yes
blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,divorced,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,primary,no,no,no,telephone,feb,unknown,no
self-employed,single,tertiary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
retired,married,unknown,no,yes,no,unknown,jun,unknown,no
student,single,secondary,no,no,no,cellular,apr,unknown,yes
self-employed,married,tertiary,no,yes,no,unknown,jun,unknown,no
retired,single,secondary,no,no,no,cellular,may,unknown,no
self-employed,single,tertiary,yes,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,cellular,apr,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown,yes
self-employed,divorced,tertiary,no,yes,no,cellular,apr,unknown,yes
technician,married,secondary,no,yes,yes,cellular,jul,unknown,yes
services,single,secondary,no,yes,no,cellular,may,failure,no
technician,single,tertiary,no,no,no,unknown,jun,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,yes,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,may,other,no
management,married,tertiary,no,yes,no,cellular,feb,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
unemployed,divorced,primary,no,no,no,telephone,feb,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
